exp_time,seed,method,batch_size,optimizer,lr,datasets,splitter,client_num,local_updates,test_acc,best_round,fml_alpha,fml_beta,fedmd_public_subset_size,fedmd_digest_epochs,fedhenn_eta,dropout,alpha,off_diag_weight,loss_dual_weight,public_dataset_name,local_eval_whole_test_dataset,individual_best_test_acc_avg
2023-08-03 17:25,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.51528,3,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,1,fashion_minist,True,0.5419400000000001
2023-08-03 18:13,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.6927,18,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,10,cifar100,True,0.7014799999999999
2023-08-03 18:44,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.5002599999999999,15,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,10,fashion_minist,True,0.52418
2023-08-03 19:11,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.69002,3,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,0,cifar100,True,0.7020600000000001
2023-08-03 19:34,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.49022,29,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,0,fashion_minist,True,0.52376
2023-08-03 20:07,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.69082,13,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,1,cifar100,True,0.70058
2023-08-03 21:29,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.50564,127,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,1,fashion_minist,True,0.52974
2023-08-03 22:13,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.6944800000000001,58,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,10,cifar100,True,0.7007399999999999
2023-08-03 22:36,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.47596,10,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,10,fashion_minist,True,0.49723999999999996
2023-08-03 22:59,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.66772,16,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,0,cifar100,True,0.68502
